129
195
106
120
285
8
264
305
80
318
312
179
209
276
110
175
370
99
48
28
94
262
313
362
204
151
162
30
253
119
356
95
270
122
62
329
268
310
214
180
127
101
339
330
82
359
213
137
117
185
196
309
373
349
363
341
238
230
155
149
93
97
335
205
197
187
351
191
156
295
11
302
269
249
135
228
194
126
252
39
316
132
336
131
369
178
67
255
357
241
352
17
325
66
224
89
160
284
50
109
57
51
239
31
288
76
334
203
81
12
273
296
282
79
321
324
42
90
134
59
139
192
143
338
193
243
167
250
350
235
248
84
145
198
104
74
163
102
315
71
246
29
2
159
343
72
267
41
234
186
141
346
171
337
280
311
347
138
242
297
190
314
274
54
342
320
103
47
115
148
236
208
323
322
211
46
368
294
83
174
304
361
125
140
4
153
257
200
73
40
182
56
53
355
222
275
261
123
92
23
348
44
371
332
58
290
233
206
111
237
372
226
13
49
22
360
91
70
45
225
199
303
293
60
365
287
105
21
152
75
124
281
229
301
245
181
340
43
220
367
259
166
298
291
254
112
3
201
61
176
96
87
169
14
344
107
147
221
121
210
258
19
157
154
215
65
317
366
37
85
173
32
188
358
326
306
78
278
345
289
279
150
308
100
331
232
158
172
113
183
260
24
184
170
55
68
374
88
244
118
130
128
223
240
283
300
231
217
353
212
328
256
202
266
144
7
